INIT;DRIVER_INIT_ZERO;DRIVER_INIT_LIST_ONE;ECUM_STATE_STARTUP_TWO;DRIVER_INIT_TWO;NVM_READALL;NVM_READALL_FINISHED;DRIVER_INIT_THREE;OPERATION;PREP_SHUTDOWN;ON_GO_OFF_ONE_A_CALLOUT;NVM_WRITEALL;NVM_WRITEALL_FINISHED;SHUTDOWN_2;PHASE_LAST;NUMBER_OF_PHASE;
0;0;19779;1886;23568;2215701;0;17514;153065002;10002;9990;360008;0;0;0;0;
0;0;19815;1891;23623;2221429;4203;17571;153174952;10008;9975;360010;0;0;0;0;
0;0;19796;1889;23566;2225700;0;17513;155275004;10000;9988;359997;0;0;0;0;
0;0;19797;1888;23567;2235702;0;17535;154074978;10008;9976;360002;0;0;0;0;
0;0;19809;1891;23619;2241783;3853;17574;154274951;10001;9987;359998;0;0;0;0;
0;0;19839;1890;23626;2245639;0;17565;153174948;10005;9980;350600;0;0;0;0;
0;0;19796;1889;23565;2133774;1919;17509;152275013;10002;9987;350582;0;0;0;0;
0;0;19810;1892;23628;2144424;1201;17540;155174986;10001;9986;350599;0;0;0;0;
0;0;19797;1889;23552;2145716;0;17496;154075017;10004;9983;350561;0;0;0;0;
0;0;19795;1890;23559;2154453;1244;17510;153275015;10003;9983;350581;0;0;0;0;
0;0;19811;1890;23625;2164918;715;17541;153274986;10001;9986;350641;0;0;0;0;
0;0;19808;1891;23621;2165643;0;17546;153274970;10003;9988;350565;0;0;0;0;
0;0;19796;1889;23553;2175715;0;17502;153075016;10001;9986;350556;0;0;0;0;
0;0;19796;1889;23557;2185154;546;17492;154275037;9995;9992;350563;0;0;0;0;
0;0;19797;1889;23557;2185709;0;17497;152075021;10027;9957;360716;0;0;0;0;
0;0;19795;1889;23564;2195704;0;17505;157075009;10004;9979;350532;0;0;0;0;
0;0;19797;1889;23561;2205695;0;17508;151975021;10000;9988;350564;0;0;0;0;
0;0;19826;1890;23560;2205733;0;17480;155975008;10002;9987;350554;0;0;0;0;
0;0;19827;1890;23565;2221030;4662;17516;151075010;9996;9985;350554;0;0;0;0;
0;0;19810;1890;23634;2225631;0;17546;155374969;10004;9983;350584;0;0;0;0;
0;0;19840;1891;23617;2235648;0;17559;152974964;9996;9981;350576;0;0;0;0;
0;0;19841;1890;23617;2241560;4077;17538;151974990;10002;9988;350603;0;0;0;0;
0;0;19798;1889;23565;2245700;0;17475;153975045;10009;9972;8749994;0;0;0;0;
0;0;19796;1890;23567;2133812;1877;17528;152374998;9999;9991;359994;0;0;0;0;
0;0;19840;1891;23623;2135641;0;17578;154274940;10002;9985;359993;0;0;0;0;
0;0;19809;1892;23620;2144430;1204;17565;153974964;9998;9989;359994;0;0;0;0;
0;0;19796;1890;23556;2154576;1124;17515;153275010;9999;9991;359995;0;0;0;0;
0;0;19811;1890;23623;2155644;0;17571;154274943;10037;9947;380016;0;0;0;0;
0;0;19810;1891;23622;2165060;574;17562;155274967;10001;9986;359990;0;0;0;0;
0;0;19810;1891;23626;2175244;385;17595;151974935;9998;9987;359999;0;0;0;0;
0;0;19826;1889;23568;2175700;0;17512;154375005;9998;9988;359995;0;0;0;0;
0;0;19826;1890;23557;2185711;0;17508;152975008;9996;9985;360001;0;0;0;0;
0;0;19839;1891;23622;2195641;0;17579;153874940;10032;9949;380003;0;0;0;0;
0;0;19808;1892;23620;2200980;4655;17577;154074952;9996;9990;359993;0;0;0;0;
0;0;19838;1891;23636;2211178;4440;17564;152974962;10006;9985;359994;0;0;0;0;
0;0;19812;1891;23625;2215639;0;17582;153174936;10001;9987;359999;0;0;0;0;
0;0;19825;1890;23560;2221070;4625;17511;152975015;9999;9986;359996;0;0;0;0;
