INIT;DRIVER_INIT_ZERO;DRIVER_INIT_LIST_ONE;ECUM_STATE_STARTUP_TWO;DRIVER_INIT_TWO;NVM_READALL;NVM_READALL_FINISHED;DRIVER_INIT_THREE;OPERATION;PREP_SHUTDOWN;ON_GO_OFF_ONE_A_CALLOUT;NVM_WRITEALL;NVM_WRITEALL_FINISHED;SHUTDOWN_2;PHASE_LAST;NUMBER_OF_PHASE;
0;0;19809;1887;23570;22448;3248;17472;152105048;10003;9986;10018;0;0;0;0;
0;0;19825;1885;23552;22575;3141;17464;153265060;9997;9976;10038;0;0;0;0;
0;0;19825;1884;23558;22715;2995;17480;153165033;10002;9984;10021;0;0;0;0;
0;0;19826;1883;23563;22806;2900;17487;153265028;10003;9982;10021;0;0;0;0;
0;0;19826;1885;23561;22930;2777;17468;151965050;10002;9974;10045;0;0;0;0;
0;0;19839;1887;23643;23166;2457;17529;155364990;9999;9985;10022;0;0;0;0;
0;0;19839;1886;23627;23285;2354;17530;153964991;10002;9976;10044;0;0;0;0;
0;0;19825;1884;23562;23266;2440;17463;151965051;10006;9984;10021;0;0;0;0;
0;0;19826;1885;23555;23410;2303;17464;154385056;10003;9984;10019;0;0;0;0;
0;0;19840;1887;23638;21533;4095;17508;154165014;9999;9984;10030;0;0;0;0;
0;0;19837;1886;23618;21709;3940;17526;153164993;10000;9985;10023;0;0;0;0;
0;0;19826;1885;23561;21688;4018;17469;153065049;10003;9984;10021;0;0;0;0;
0;0;19839;1885;23634;21904;3732;17507;154265009;10002;9985;10022;0;0;0;0;
0;0;19809;1886;23628;22021;3616;17511;153965010;10000;9988;10022;0;0;0;0;
0;0;19827;1884;23566;22015;3687;17460;155065060;9997;9989;10020;0;0;0;0;
0;0;19841;1886;23632;22285;3350;17522;154264993;10005;9983;10023;0;0;0;0;
0;0;19838;1886;23632;22393;3241;17517;156165001;10001;9980;10031;0;0;0;0;
0;0;19827;1885;23556;22362;3349;17454;152265064;9999;9986;10025;0;0;0;0;
0;0;19838;1885;23634;22677;2956;17511;152165011;10001;9981;10036;0;0;0;0;
0;0;19838;1886;23639;22763;2866;17527;155164995;9995;9985;10027;0;0;0;0;
0;0;19838;1887;23634;22821;2810;17493;154065030;10002;9972;10045;0;0;0;0;
0;0;19826;1884;23561;22868;2839;17445;154165073;10002;9985;10020;0;0;0;0;
0;0;19838;1886;23634;23120;2514;17505;155265016;10002;9981;10037;0;0;0;0;
0;0;19826;1884;23560;23153;2555;17447;154165074;9997;9987;10023;0;0;0;0;
0;0;19808;1886;23627;23341;2301;17498;155365022;9998;9987;10023;0;0;0;0;
0;0;19795;1885;23562;23349;2357;17457;154265059;10002;9986;10023;0;0;0;0;
0;0;19841;1886;23633;21673;3960;17542;153064981;9996;9976;10045;0;0;0;0;
0;0;19838;1887;23636;21782;3850;17531;182164981;10005;9983;10028;0;0;0;0;
0;0;19826;1885;23560;21783;3925;17469;154675045;10006;9981;10022;0;0;0;0;
0;0;19825;1884;23563;21903;3804;17453;153165064;9998;9988;10024;0;0;0;0;
0;0;19827;1883;23558;22052;3659;17499;153965018;10003;9982;10024;0;0;0;0;
0;0;19840;1886;23624;22218;3425;17518;152964999;9999;9986;10027;0;0;0;0;
0;0;19837;1886;23643;22381;3244;17530;153964989;10002;9980;10026;0;0;0;0;
0;0;19825;1885;23559;22356;3353;17478;157265039;10000;9987;10023;0;0;0;0;
0;0;19838;1886;23642;22605;3022;17510;153065003;10004;9984;10025;0;0;0;0;
0;0;19827;1884;23569;22669;3030;17475;155165046;9999;9985;10017;0;0;0;0;
0;0;19839;1885;23622;22864;2783;17534;154264981;10007;9976;10023;0;0;0;0;
0;0;19839;1886;23631;22938;2698;17541;153264978;9998;9993;10015;0;0;0;0;
0;0;19808;1885;23637;23076;2554;17542;155264977;10001;9982;10038;0;0;0;0;
0;0;19825;1885;23562;23117;2588;17488;157265033;9998;9981;10027;0;0;0;0;
0;0;19824;1885;23560;23259;2448;17490;153165035;9996;9982;10021;0;0;0;0;
0;0;19810;1886;23635;23468;2164;17540;157564977;10004;9981;10034;0;0;0;0;
0;0;19839;1887;23636;23587;2042;17535;153764982;10002;9989;119993;0;0;0;0;
0;0;19825;1885;23559;21412;4295;17456;151865061;10001;9987;10035;0;0;0;0;
0;0;19827;1883;23558;21488;4223;17456;152965063;9998;9981;10028;0;0;0;0;
0;0;19840;1886;23618;21730;3920;17513;154965005;10000;9988;10022;0;0;0;0;
0;0;19839;1886;23642;21855;3771;17507;153165009;10003;9983;10021;0;0;0;0;
0;0;19825;1885;23565;21883;3819;17450;153165071;10001;9979;10021;0;0;0;0;
0;0;19795;1884;23564;21982;3721;17457;152865059;10004;9981;10039;0;0;0;0;
0;0;19838;1886;23631;22190;3447;17510;153065009;10000;9977;10042;0;0;0;0;
0;0;19826;1886;23553;22201;3513;17463;153065057;9998;9984;10026;0;0;0;0;
0;0;19827;1886;23562;22318;3386;17445;152265076;9997;9979;10042;0;0;0;0;
0;0;19838;1886;23631;22571;3065;17521;155064996;10002;9984;10021;0;0;0;0;
0;0;19826;1885;23564;22563;3139;17445;154265074;10002;9984;10024;0;0;0;0;
0;0;19839;1886;23631;22801;2836;17497;154175020;10003;9989;10017;0;0;0;0;
